date,close
2010-12-01,3.972583293914795
2010-12-02,4.0249528884887695
2010-12-03,4.054878234863281
2010-12-06,4.069840908050537
2010-12-07,4.039916038513184
2010-12-08,4.01447868347168
2010-12-09,3.933680534362793
2010-12-10,3.9037551879882812
2010-12-13,3.843905210494995
2010-12-14,3.8214609622955322
2010-12-15,3.860363483428955
2010-12-16,3.831934928894043
2010-12-17,3.843905210494995
2010-12-20,3.7915360927581787
2010-12-21,3.935177803039551
2010-12-22,3.9920358657836914
2010-12-23,4.059367656707764
2010-12-27,4.041411399841309
2010-12-28,4.098269462585449
2010-12-29,4.150639533996582
2010-12-30,4.13118839263916
2011-01-03,4.114727973937988
2011-01-04,4.188045501708984
2011-01-05,4.179068088531494
2011-01-06,4.114727973937988
2011-01-07,4.114727973937988
2011-01-10,4.167098045349121
2011-01-11,4.234429836273193
2011-01-12,4.277822017669678
2011-01-13,4.219467639923096
2011-01-14,4.225452423095703
2011-01-17,4.137173175811768
2011-01-18,4.119217395782471
2011-01-19,4.155128002166748
2011-01-20,4.093780517578125
2011-01-21,3.9800639152526855
2011-01-24,4.009990692138672
2011-01-26,3.9381699562072754
2011-01-27,3.935177803039551
2011-01-28,3.887296438217163
2011-01-31,3.894777774810791
2011-02-01,4.071337699890137
2011-02-02,3.935177803039551
2011-02-03,3.926199436187744
2011-02-04,3.8528831005096436
2011-02-07,3.846897840499878
2011-02-08,3.8454017639160156
2011-02-09,3.8454017639160156
2011-02-10,3.8454017639160156
2011-02-11,3.6733310222625732
2011-02-14,3.7406632900238037
2011-02-15,3.7032556533813477
2011-02-16,3.781062126159668
2011-02-17,3.7406632900238037
2011-02-18,3.6808114051818848
2011-02-21,3.6823081970214844
2011-02-22,3.692781925201416
2011-02-23,3.7705881595611572
2011-02-24,3.7705881595611572
2011-02-25,3.7795655727386475
2011-02-28,3.8887929916381836
2011-03-01,3.8454017639160156
2011-03-02,3.995027542114258
2011-03-03,4.001012802124023
2011-03-04,3.9561245441436768
2011-03-09,3.9561245441436768
2011-03-10,3.855875253677368
2011-03-11,3.8304390907287598
2011-03-14,3.8064985275268555
2011-03-15,3.8229570388793945
2011-03-16,3.7406632900238037
2011-03-17,3.7032556533813477
2011-03-18,3.733182430267334
2011-03-21,3.873831033706665
2011-03-22,3.890289068222046
2011-03-23,3.8528831005096436
2011-03-24,3.8229570388793945
2011-03-25,3.897770881652832
2011-03-28,3.8648529052734375
2011-03-29,3.802009344100952
2011-03-30,3.785550832748413
2011-03-31,3.8005127906799316
2011-04-01,3.8005127906799316
2011-04-04,3.9576215744018555
2011-04-05,3.9576215744018555
2011-04-06,3.860363483428955
2011-04-07,3.65836763381958
2011-04-08,3.564103126525879
2011-04-11,3.6045024394989014
2011-04-12,3.57607364654541
2011-04-13,3.538666248321533
2011-04-14,3.531186103820801
2011-04-15,3.568592071533203
2011-04-18,3.531186103820801
2011-04-19,3.531186103820801
2011-04-20,3.513230800628662
2011-04-25,3.561110734939575
2011-04-26,3.591036319732666
2011-04-27,3.4833054542541504
2011-04-28,3.517719268798828
2011-04-29,3.6209607124328613
2011-05-02,3.5237042903900146
2011-05-03,3.4040029048919678
2011-05-04,3.389039993286133
2011-05-05,3.366595983505249
2011-05-06,3.418966293334961
2011-05-09,3.5491411685943604
2011-05-10,3.5491411685943604
2011-05-11,3.3800621032714844
2011-05-12,3.4414100646972656
2011-05-13,3.3486413955688477
2011-05-16,3.3486413955688477
2011-05-17,3.291783571243286
2011-05-18,3.194526433944702
2011-05-19,3.176570415496826
2011-05-20,3.261857271194458
2011-05-23,3.261857271194458
2011-05-24,3.418966293334961
2011-05-25,3.561110734939575
2011-05-26,3.5655994415283203
2011-05-27,3.529689311981201
2011-05-30,3.553629159927368
2011-05-31,3.6134798526763916
2011-06-01,3.4608614444732666
2011-06-02,3.628443717956543
2011-06-03,3.710737466812134
2011-06-06,3.6808114051818848
2011-06-07,3.6209607124328613
2011-06-08,3.6838037967681885
2011-06-09,3.6957743167877197
2011-06-10,3.6134798526763916
2011-06-13,3.6015102863311768
2011-06-14,3.6957743167877197
2011-06-15,3.546149969100952
2011-06-16,3.605998992919922
2011-06-17,3.6718342304229736
2011-06-20,3.6808114051818848
2011-06-21,3.6718342304229736
2011-06-22,3.665848970413208
2011-06-24,3.6134798526763916
2011-06-27,3.591036319732666
2011-06-28,3.65836763381958
2011-06-29,3.665848970413208
2011-06-30,3.6808114051818848
2011-07-01,3.6508870124816895
2011-07-04,3.6209607124328613
2011-07-05,3.5790653228759766
2011-07-06,3.5581178665161133
2011-07-07,3.478816509246826
2011-07-08,3.531186103820801
2011-07-11,3.534177780151367
2011-07-12,3.610487222671509
2011-07-13,3.6314353942871094
2011-07-14,3.617969274520874
2011-07-15,3.6045024394989014
2011-07-18,3.5237042903900146
2011-07-19,3.513230800628662
2011-07-20,3.556621789932251
2011-07-21,3.665848970413208
2011-07-22,3.6613612174987793
2011-07-25,3.6808114051818848
2011-07-26,3.543156385421753
2011-07-27,3.4264471530914307
2011-07-28,3.511733055114746
2011-07-29,3.591036319732666
2011-08-01,3.545684814453125
2011-08-02,3.449193000793457
2011-08-03,3.426218032836914
2011-08-04,3.245488166809082
2011-08-05,3.3082845211029053
2011-08-08,2.9897091388702393
2011-08-09,3.0907950401306152
2011-08-10,3.141338586807251
2011-08-11,3.262335777282715
2011-08-12,3.3772082328796387
2011-08-15,3.4920780658721924
2011-08-16,3.553342580795288
2011-08-17,3.622264862060547
2011-08-18,3.5196478366851807
2011-08-19,3.487483263015747
2011-08-22,3.4476611614227295
2011-08-23,3.567126750946045
2011-08-24,3.553342580795288
2011-08-25,3.446129560470581
2011-08-26,3.5717215538024902
2011-08-29,3.6237971782684326
2011-08-30,3.5610008239746094
2011-08-31,3.6605560779571533
2011-09-01,3.729478597640991
2011-09-02,3.6682138442993164
2011-09-05,3.6452391147613525
2011-09-06,3.6605560779571533
2011-09-08,3.798400640487671
2011-09-09,3.8137173652648926
2011-09-12,3.8137173652648926
2011-09-13,3.7218194007873535
2011-09-14,3.8412861824035645
2011-09-15,3.8458797931671143
2011-09-16,3.874981164932251
2011-09-19,3.905613899230957
2011-09-20,3.904083013534546
2011-09-21,3.8275015354156494
2011-09-22,3.6452391147613525
2011-09-23,3.6513657569885254
2011-09-26,3.6973140239715576
2011-09-27,3.7830843925476074
2011-09-28,3.767768144607544
2011-09-29,3.7830843925476074
2011-09-30,3.6712775230407715
2011-10-03,3.5227108001708984
2011-10-04,3.5916333198547363
2011-10-05,3.553342580795288
2011-10-06,3.622264862060547
2011-10-07,3.610011577606201
2011-10-10,3.70650315284729
2011-10-11,3.757047653198242
2011-10-13,3.8290324211120605
2011-10-14,3.855070114135742
2011-10-17,3.8275015354156494
2011-10-18,3.9148035049438477
2011-10-19,4.032736778259277
2011-10-20,4.058775901794434
2011-10-21,4.1062541007995605
2011-10-24,4.0878753662109375
2011-10-25,4.0878753662109375
2011-10-26,4.0878753662109375
2011-10-27,4.0878753662109375
2011-10-28,4.089407920837402
2011-10-31,4.1047234535217285
2011-11-01,4.1047234535217285
2011-11-03,4.058775901794434
2011-11-04,4.058775901794434
2011-11-07,4.1047234535217285
2011-11-08,4.121571063995361
2011-11-09,4.086343288421631
2011-11-10,4.086343288421631
2011-11-11,4.158329963684082
2011-11-14,4.1047234535217285
2011-11-16,4.058775901794434
2011-11-17,3.9546241760253906
2011-11-18,3.9699409008026123
2011-11-21,3.936245918273926
2011-11-22,3.9745359420776367
2011-11-23,3.9347152709960938
2011-11-24,3.963815689086914
2011-11-25,3.9515621662139893
2011-11-28,4.064900875091553
2011-11-29,4.034268856048584
2011-11-30,4.120038986206055
2011-12-01,4.227252960205078
2011-12-02,4.211935043334961
2011-12-05,4.250226974487305
2011-12-06,4.273201942443848
2011-12-07,4.290049076080322
2011-12-08,4.271668910980225
2011-12-09,4.260948657989502
2011-12-12,4.260948657989502
2011-12-13,4.254820823669434
2011-12-14,4.1047234535217285
2011-12-15,4.051117420196533
2011-12-16,4.08174991607666
2011-12-19,4.1047234535217285
2011-12-20,4.136887073516846
2011-12-21,4.1047234535217285
2011-12-22,4.089407920837402
2011-12-23,4.090939521789551
2011-12-26,4.14454460144043
2011-12-27,4.1307597160339355
2011-12-28,4.120038986206055
2011-12-29,4.1353559494018555
2012-01-02,4.089407920837402
2012-01-03,4.147608757019043
2012-01-04,4.167520523071289
2012-01-05,4.20121431350708
2012-01-06,4.150671005249023
2012-01-09,4.181303977966309
2012-01-10,4.251758575439453
2012-01-11,4.242568492889404
2012-01-12,4.257884979248047
2012-01-13,4.2027459144592285
2012-01-16,4.211935043334961
2012-01-17,4.211935043334961
2012-01-18,4.218062400817871
2012-01-19,4.211935043334961
2012-01-20,4.242568492889404
2012-01-23,4.20121431350708
2012-01-24,4.242568492889404
2012-01-26,4.242568492889404
2012-01-27,4.242568492889404
2012-01-30,4.211935043334961
2012-01-31,4.329870223999023
2012-02-01,4.421767234802246
2012-02-02,4.38041353225708
2012-02-03,4.418703556060791
2012-02-06,4.411046981811523
2012-02-07,4.441679000854492
2012-02-08,4.4615888595581055
2012-02-09,4.493753433227539
2012-02-10,4.467715740203857
2012-02-13,4.518259048461914
2012-02-14,4.521322727203369
2012-02-15,4.61015510559082
2012-02-16,4.686737060546875
2012-02-17,4.748001575469971
2012-02-23,4.502941608428955
2012-02-24,4.631598949432373
2012-02-27,4.671420097351074
2012-02-28,4.7173686027526855
2012-02-29,4.709710597991943
2012-03-01,4.774038314819336
2012-03-02,4.823051452636719
2012-03-05,4.7954816818237305
2012-03-06,4.780165672302246
2012-03-07,4.824581146240234
2012-03-08,4.830708026885986
2012-03-09,4.832240104675293
2012-03-12,4.93332576751709
2012-03-13,5.00837516784668
2012-03-14,5.115588188171387
2012-03-15,5.222801685333252
2012-03-16,5.192169666290283
2012-03-19,5.161537170410156
2012-03-20,5.1431565284729
2012-03-21,5.297851085662842
2012-03-22,5.192169666290283
2012-03-23,5.178384780883789
2012-03-26,5.314697742462158
2012-03-27,5.267218589782715
2012-03-28,5.190637588500977
2012-03-29,5.130904197692871
2012-03-30,5.201358795166016
2012-04-02,5.253434181213379
2012-04-03,5.262623310089111
2012-04-04,5.268749237060547
2012-04-05,5.279470443725586
2012-04-09,5.1952314376831055
2012-04-10,5.186042308807373
2012-04-11,5.130904197692871
2012-04-12,4.962426662445068
2012-04-13,4.841429233551025
2012-04-16,4.902694225311279
2012-04-17,5.009906768798828
2012-04-18,5.130904197692871
2012-04-19,5.023691177368164
2012-04-20,4.957832336425781
2012-04-23,4.786290168762207
2012-04-24,4.919541358947754
2012-04-25,4.968553066253662
2012-04-26,5.080360412597656
2012-04-27,5.054324150085449
2012-04-30,5.069639682769775
2012-05-02,5.026755332946777
