,AAPL34.SA,ABEV3.SA,ALOS3.SA,AMZO34.SA,ATTB34.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BERK34.SA,BOAC34.SA,BOVA11.SA,BPAC11.SA,BRCR11.SA,BRFS3.SA,BRKM5.SA,CATP34.SA,COCA34.SA,CPFE3.SA,CYRE3.SA,DISB34.SA,DXCO3.SA,EGIE3.SA,ELET3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GOAU4.SA,GGBR4.SA,GOGL34.SA,GSGI34.SA,HCTR11.SA,HGLG11.SA,HGRE11.SA,HSML11.SA,HUSC11.SA,HYPE3.SA,IRBR3.SA,ITLC34.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,JHSF3.SA,JNJB34.SA,JPMC34.SA,KLBN11.SA,KNCR11.SA,KNIP11.SA,KNRI11.SA,KNHY11.SA,LREN3.SA,MCCI11.SA,M1TA34.SA,MCDC34.SA,MELI34.SA,MSCD34.SA,MSFT34.SA,MGLU3.SA,MULT3.SA,MXRF11.SA,NEOE3.SA,NFLX34.SA,NIKE34.SA,NVDC34.SA,NVHO11.SA,ORCL34.SA,PEPB34.SA,PETR4.SA,PFIZ34.SA,PRIO3.SA,PYPL34.SA,RADL3.SA,RAIL3.SA,RBRY11.SA,SANB11.SA,SBUB34.SA,SLCE3.SA,STBP3.SA,SUZB3.SA,TAEE11.SA,TGAR11.SA,TIMS3.SA,TOTS3.SA,TSLA34.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VBBR3.SA,VILG11.SA,VISA34.SA,VISC11.SA,VIVT3.SA,VGIR11.SA,WEGE3.SA,ZAMP3.SA
CPFE3.SA,1.6361410127868175e-05,0.00018035987276034124,0.00031455179319753244,-4.594629194734756e-05,-4.894846837552457e-06,0.0004323016023099722,0.00029098029113355404,0.0002759633089723801,0.00024521432661141755,0.000244591302220594,0.00016407336113077205,0.00014250685941470488,-1.7999211322878726e-05,4.248392992803471e-05,0.00022239550085145142,0.0003552509543334403,6.371267737551386e-05,0.0002076074905460046,0.0003202196249567946,-4.033392366554169e-05,-8.988323013327258e-06,0.0003922858388301199,0.0004066409113065723,-7.482956776053258e-06,0.00027449343602025024,0.00019245280644848822,0.0003562114049789451,0.0002944004861736158,0.00026767965949623507,0.00039358093764391486,0.00021572607826569738,0.00022806857307759918,0.00020605916768302068,-1.450193911787751e-05,-2.770953636676957e-05,4.3679521198452906e-05,7.452247960395126e-05,8.299437514343337e-05,7.204791334702309e-05,-1.2800169841425853e-05,0.00020840733747705306,0.0002685335381199681,-1.3661742304785988e-05,0.0002062344784835515,0.00021081557331949859,0.00015760490574885972,0.0003195824608076392,-3.0213847739867088e-05,2.3040388471375266e-05,8.923485200096875e-05,2.7471558202578654e-05,1.9942684768538686e-05,5.4275283239458124e-05,3.972616714719437e-05,0.00031142996720965287,3.70376524483199e-05,-3.615430869921713e-05,-6.323961636001583e-06,6.660549379915008e-05,-5.729005083460203e-06,-4.6863211345954795e-06,0.0003574946822129271,0.0003058629284187655,5.733679770381513e-05,0.0002570227707343018,-4.3492107228877114e-05,-4.789149830579971e-05,1.7915503996598837e-05,3.636073169743214e-05,-6.719418057676381e-05,-4.6240520389624056e-05,0.00023962227575650866,-2.5121454220070294e-05,0.00028019233875977253,-2.1703431329236277e-05,0.00015201490356060566,0.0002413219706463365,2.0292310630261925e-05,0.0002214010437071136,-7.338995291638461e-06,0.000122557180008164,0.00028720871507245194,5.0107039400047454e-05,0.00013633849937258496,3.840805328101846e-05,0.00017727424369291965,0.0002620162098608446,2.7272268870482105e-05,0.0003414250988090412,0.0002296302129981964,0.00012398130996547685,0.000295035975007234,6.408392259227581e-05,-2.1598469560103947e-05,9.58360687095269e-05,0.00015086467644184463,6.092039423755453e-05,0.00018284811818460123,0.0002877964909227881
CYRE3.SA,3.012197322843631e-05,0.00033805018862542084,0.0007771491053666945,-3.715516070363996e-05,-3.7515092264569136e-05,0.0010877704864516182,0.0006447818101172882,0.0005569864217882546,0.0005087913304708691,0.0005186688660277818,0.00029045690810507527,0.00024839049503290624,-3.6434128112374344e-05,0.00012022051703212954,0.00046205378390977577,0.0008166126395840229,0.00012288382891665792,0.000442539576581516,0.0005390254422837284,-4.9770898949245574e-05,-1.984520003583197e-05,0.0004066409113065723,0.0012301652034461916,6.057376626704487e-05,0.000710278786209429,0.0002845009393033291,0.0006289832248750651,0.00044768536887186417,0.000413198643048766,0.0010390826972042425,0.00045712007545078005,0.0004494347635500146,0.00042893515847255054,4.195084398293961e-05,-2.647401808455063e-05,6.354847091432336e-05,0.00014816069713241355,0.00015532193874512996,0.00011953790037847047,-1.5530322483838426e-05,0.00041741997497354025,0.0006199355616665791,-1.6211514523020684e-05,0.000418304196962756,0.0004371284810230529,0.00030347861477302094,0.0008306621552575418,-0.00011000023971746165,7.362540592305376e-05,0.0001336206016458669,4.923058959485448e-05,3.617176457269848e-05,0.0001289528581379929,6.104941913428788e-05,0.000742738163225705,7.20556320919905e-05,2.52778887997233e-05,7.30871616935367e-06,0.00021841675462769971,3.232720064092193e-05,1.8712694978306352e-05,0.0008829969460158251,0.000688553118638248,8.932526245665725e-05,0.00038439066327577303,-4.421229111916433e-05,-2.432024000564937e-05,8.715554533679027e-05,6.919221497678892e-05,-8.9256217563274e-05,-0.00010906391274637487,0.0005041947721030341,-0.0001099588338113094,0.0006259633408901318,4.079226511698735e-05,0.0003051049127357252,0.0005047300898329189,3.493470846216569e-05,0.00047487230782812263,4.9702444564526894e-05,0.00018705625240677382,0.0007135874397506849,5.354526897487591e-05,0.00019729002323913292,7.250221099288777e-05,0.00035884652463592407,0.0005326620505615509,0.00017734713983064983,0.0006828869591725808,0.0005137317867444313,0.00026882821989106064,0.0006352280745034836,0.0001460216889277295,8.700586807305107e-06,0.0001756762410126232,0.00023840797251762093,0.00010557661239273032,0.00038087185966199363,0.0006955283838338897
DISB34.SA,0.00020614735914057904,3.872141453369168e-05,0.00011321428445562856,0.00021932688854880966,0.0001565579188652388,0.00019892825337608229,2.5428232826533407e-05,6.350431930008916e-05,9.241125495918611e-05,0.00010373759151601076,2.2277212700199505e-05,8.092501376899647e-05,0.00018368734295397542,0.00027662033379352347,7.003549260442989e-05,0.0001057983888515796,1.828465480893729e-05,0.0001332023705477872,0.000191659156156545,0.00014536335469437188,0.00013885089632122198,-7.482956776053258e-06,6.057376626704487e-05,0.0005200007607010552,7.060499095780479e-05,4.639090067273228e-06,7.501466060931065e-05,2.4223938592155798e-05,2.446047816406642e-05,6.47210108007102e-05,3.1720989082731734e-05,0.00011335970289580098,0.00010513815973650116,0.00020565061396377686,0.0001842619536561071,2.419491710783828e-05,2.911976093348865e-05,4.2603478542647395e-05,8.992168899813153e-06,-1.4883636155198028e-05,4.1888360070806e-05,8.978811624301326e-05,0.00021413599477075794,5.058416707261291e-05,6.297112719473321e-05,9.770863145115258e-05,5.6583965685386226e-05,0.0001231216788918399,0.0002500983308673561,7.822167293862893e-05,1.518098476502785e-06,1.1638182333432174e-05,2.9870732226160087e-05,-2.1812912210620147e-06,9.416602747324363e-05,2.27897024843316e-05,0.0002496121803164505,0.00014907170353167944,0.0002775539246432962,0.0002595277465209241,0.0002005913954381923,9.491143168358543e-05,8.619920659990891e-05,2.453325648653873e-05,2.148941856296907e-05,0.00023404371875310344,0.00019909582367541188,0.0002760754189504946,9.710308035506411e-06,0.000124382045853502,0.00010006871309977758,9.977653243328788e-05,0.00011687012912907525,0.00015238633959039136,0.00024852303810179283,-2.404396851113274e-06,6.110004969714936e-05,8.723605921128212e-06,8.624326179762181e-05,0.0002106197538101859,2.4618290350799417e-05,4.850729729384341e-05,8.389414090803874e-05,2.7653334887216496e-06,1.2703701913174597e-05,3.8198214058101284e-05,6.886483023452747e-05,0.000300760474899995,1.9662757581483514e-05,0.0001175652176320843,0.00011841980158606572,4.278138608900825e-05,2.845771971575675e-05,0.00023555226123638055,4.154641125866926e-05,3.281166881348208e-05,9.491537482319537e-06,2.055775174114868e-05,0.0001069477172647432
DXCO3.SA,7.76162631874355e-05,0.0002541010069540283,0.0005328210286996773,-5.453477101097156e-07,3.1234312132510954e-06,0.0008643962123977782,0.0005129995366105447,0.0004033516388947741,0.0003672396054979828,0.0003677035812752344,0.00022219789732698525,0.0002379275361476285,-3.713823364890151e-06,0.00014803318288629362,0.000368937491178632,0.000612868491481144,0.00010996165357410526,0.0004415080483682158,0.000507958899175157,-1.9790715123381786e-06,-1.3320432524272282e-05,0.00027449343602025024,0.000710278786209429,7.060499095780479e-05,0.0010390032356519352,0.0002020624268933219,0.0005047339248500135,0.0003279470331103851,0.00029911576748465517,0.0006702794306252348,0.00034394854456426495,0.0004270598534170031,0.00040861736700241745,4.66583366386298e-05,2.2290920181797772e-05,5.1832078786093285e-05,0.0001221392376133185,0.00014039183453260976,0.0001134082552282043,-8.872106216418132e-06,0.000336282115816583,0.0004490147121324622,4.453961144335675e-05,0.0003088848867467361,0.00031203890080320595,0.00026407802911647713,0.0005945915942414474,-7.000606363734811e-05,9.165727974643682e-05,0.00019136277326258318,3.6604902076572454e-05,3.518289807578307e-05,0.00010430209735974898,5.5152206674458685e-05,0.0005586434670846389,7.359249454405077e-05,5.9012568987467416e-05,2.8916837391625367e-05,0.0002475487975931444,7.327852023941925e-05,6.096402025505104e-05,0.0006769430281052418,0.00048034714736116483,7.412258177221953e-05,0.0003025830745836013,2.524918821849487e-05,6.092358294171526e-05,0.00015339001788666976,7.577489819348063e-05,-4.916804024180082e-05,-6.35881554726662e-05,0.00040321401869557866,-5.511957777528056e-05,0.0005804399434158102,7.59917375520284e-05,0.00023680218990301114,0.00036716781252828663,3.571248073657198e-05,0.00034321125056374434,7.765711675267359e-05,0.0001786487584157528,0.0005742510461335462,0.00013619192215694837,0.00015494959391129006,8.212284466057455e-05,0.00025802203891399914,0.0004579522708729882,0.00024383919726355562,0.0005312174420562783,0.0005111432863012097,0.0002601565888601925,0.0005092052278339995,0.00011850108807732326,5.89538207735051e-05,0.00014460138989813513,0.00017522914817707705,7.490328613460171e-05,0.00034127722326866584,0.0005349619710726209
EGIE3.SA,4.607154445425213e-05,0.00013826217335769408,0.00022575639087006258,-1.2043108541945319e-05,1.0233086508546883e-06,0.0003186464380080295,0.00020915046276907083,0.0002045491844570248,0.00019252703333575723,0.0001859438231233372,0.00013910734110028828,8.426746448444457e-05,-1.0744976749203936e-05,3.0011128736535373e-05,0.0001676064611499584,0.00024791686978927065,3.173326896181237e-05,0.00015760004750994418,0.00023664611957448865,-3.1772506884118304e-05,-3.30000707607576e-06,0.00019245280644848822,0.0002845009393033291,4.639090067273228e-06,0.0002020624268933219,0.00023218701215244985,0.0002655593651781417,0.00019969707206489716,0.0001992230954287506,0.00026708574435445185,0.0001566273395194742,0.0001673325015232937,0.0001575234032309349,2.119175493957821e-05,-1.6891716275052886e-05,3.9065516605349203e-05,3.177014908723602e-05,3.553403508013325e-05,3.734533260093364e-05,-2.2752342080772924e-05,0.00016700669748342714,0.00018575228715696668,1.0254672326380835e-05,0.0001621734671679069,0.00016054098811942583,0.0001293852833892741,0.00021900875752737227,-1.19124315707646e-05,2.6624879379903305e-05,5.646113482125512e-05,1.4119106847779539e-05,1.1252731467828368e-05,2.839628142881235e-05,2.2995158064305167e-05,0.0002338989558400655,2.138006953385551e-05,-4.076409069120488e-06,-9.867256070685475e-06,5.741934942031011e-05,3.7091370201120606e-06,3.868204174440655e-05,0.00023050734815778593,0.00021050102487895882,3.7122848264429864e-05,0.00017672172083687794,-2.4254132933495255e-05,-2.6573828846376574e-05,2.467397310009606e-05,4.679273601802376e-05,-4.172014198391767e-05,-2.443779109372382e-05,0.00016819563740041828,-2.5468842332692523e-06,0.00017809298929976987,-4.3604849843293185e-06,0.0001123610110497296,0.0001872815203358347,5.5539575088428004e-06,0.00017333995871860838,3.4699979625895902e-06,9.061369791723513e-05,0.00020211388658341255,1.7567687316242406e-05,0.00011293553291648575,2.9508316352377955e-05,0.00015797139686353267,0.0001916011355806846,3.958084305479541e-05,0.00027739469162284,0.00016866742808515375,0.0001097421647025436,0.00021833142506015542,4.183660143688447e-05,-8.767620283762355e-06,4.49549845578394e-05,0.0001425549422361058,3.158648163987433e-05,0.00013593832214918425,0.00019892187222005631
ELET3.SA,5.6982497783865354e-05,0.000274687987770234,0.0005037342794427156,-4.5837149680398496e-05,1.1479066891555664e-05,0.0007647562220561338,0.0004753615048175167,0.00048220978851367194,0.0004257943259929851,0.0004204566729551085,0.0002741008921018084,0.00020745991662451897,1.569897021928977e-05,0.00011757109085707953,0.00038342741994583677,0.0005518317176299362,0.00010127214751780231,0.0003664257766107993,0.0005235653148465422,-1.379192382507715e-05,2.4461543992731532e-05,0.0003562114049789451,0.0006289832248750651,7.501466060931065e-05,0.0005047339248500135,0.0002655593651781417,0.0009230112024874683,0.00037691995294125816,0.0003698458294394878,0.0005741928264116711,0.0003265675816467758,0.00040275534548518666,0.00037177008921446156,2.300795371997045e-05,-7.023345409603104e-06,8.88124005365728e-05,0.00010636331527532094,0.00011139828371502967,0.0001237495304555951,-4.659998059990699e-06,0.0003481178917580813,0.00046953947866504623,1.5822377193636492e-05,0.00035835953011274205,0.0003635686398071178,0.0002715596350096109,0.0005085446945517012,-3.2994050181007003e-05,9.720735747359285e-05,0.0001251030608693903,4.68228180708684e-05,2.9858924460424534e-05,9.057971257011647e-05,5.6124708161763706e-05,0.0004978959862477542,8.606616411381867e-05,-4.550145726431912e-06,2.3918206798766486e-05,0.00012295085563775,6.055869416139732e-05,3.562953990629386e-05,0.000575723282684628,0.00045407060681511795,9.354501291334605e-05,0.00035261235773352757,-7.981771627439926e-05,-3.347627352604159e-05,6.071316606433207e-05,1.980134915470947e-05,-7.50730102599754e-05,-5.881332715905561e-05,0.0004512630303605154,-2.4806461279667535e-05,0.0004721526610548499,9.289708663434199e-07,0.0001945023030636716,0.00038520645584829105,4.518791562061538e-05,0.00038716516850598165,3.5374242809666196e-05,0.00016858468069288766,0.0004913695203095727,7.461293820406821e-05,0.0001643929519727097,9.283591678128145e-05,0.0002478967667062494,0.0004224314098313836,7.447390444896165e-05,0.0005445016058593036,0.0004711058549235833,0.00029253475975852286,0.00045459665597967453,0.00011899861582393158,3.0877293514274805e-05,0.00015381535333254634,0.00021178906447983677,9.187406191020265e-05,0.00029827171206573327,0.0004958099252949234
ENGI11.SA,4.060041577843978e-05,0.00019020035942281886,0.00037863162787180266,-2.0896205763610975e-05,-6.309966926314753e-06,0.0005228787228769846,0.00030256208989732996,0.0002857705992655358,0.00025877818919725685,0.0002668035708677394,0.0001654779546072142,0.00016345683887025877,-2.0839279613426303e-05,6.227446232477028e-05,0.0002335958046173899,0.0003868379330378239,5.598166082002784e-05,0.00027182808008222026,0.00032957107359306097,-2.7107435955856518e-05,4.605722493576448e-07,0.0002944004861736158,0.00044768536887186417,2.4223938592155798e-05,0.0003279470331103851,0.00019969707206489716,0.00037691995294125816,0.0004665558581149423,0.00031043999583660705,0.00042139086020827316,0.0002407619284860541,0.00023699911470488478,0.00022098399631258995,1.4413657951279054e-06,-2.902646953575677e-05,5.0818121300845975e-05,7.734457040078293e-05,8.292947245754766e-05,5.8934090017126066e-05,-3.0089993560521623e-05,0.0002501042557781136,0.00028152919677370224,-1.4584775826216138e-05,0.00022411926855139895,0.00022465471550818338,0.0002009686519607582,0.00036865453487498035,-2.958419831696106e-05,4.757144197722142e-05,0.00011272600625973252,1.909126803595987e-05,2.582414380395059e-05,5.7693829142109536e-05,3.23990430855875e-05,0.0003648732223908936,2.0755877665641166e-05,-2.5371473034489673e-06,-9.308157944184939e-06,6.26010226864581e-05,3.1876080997887325e-06,2.1820549925636076e-05,0.0003496439135990989,0.0003347245206957304,4.4118608109800295e-05,0.0002764180369779103,-3.625764828367044e-05,-3.7224225915844234e-05,1.8072416076839526e-05,8.747686154755201e-05,-5.5687641015703744e-05,-4.549064971696495e-05,0.0002603443507262052,-2.942131406255416e-05,0.00032047606300627716,-3.0620767386283704e-05,0.00016652339462175307,0.00028001583134981586,-3.6942598224734606e-06,0.00023713035460347113,1.353745949126776e-07,0.00011733111840856537,0.00034142729048214463,4.329228260251598e-05,0.0001414237531516117,4.3254840663046455e-05,0.0002147211797311657,0.0002640776825445622,6.0636837773186606e-05,0.00037992010081039314,0.0002455749065507728,0.00012802160994602416,0.0003120383183990227,5.9080839999319576e-05,-2.963624803197968e-07,7.691609023245553e-05,0.0001770585368130736,3.8835946168045534e-05,0.00018491647846727093,0.0003153494894553252
EQTL3.SA,3.9618879941015654e-05,0.00017141742744225977,0.0003277325800735261,-8.229126906839658e-06,-5.447688385322483e-06,0.00044015272732994234,0.000309073561624087,0.0002566099615838761,0.0002473834891939013,0.00024599022636251984,0.00016439205084953042,0.00011586933579796616,-1.1484433411741313e-05,6.236821393080506e-05,0.0002283225363807407,0.00034593731256385744,4.765258136628521e-05,0.00022222126844078196,0.0002821675382579303,-2.146025746272911e-05,2.4710514259386445e-06,0.00026767965949623507,0.000413198643048766,2.446047816406642e-05,0.00029911576748465517,0.0001992230954287506,0.0003698458294394878,0.00031043999583660705,0.000392590008873252,0.0003834003054084912,0.0002441994192644847,0.00022949038037371508,0.00021736490827252075,2.3780299938449917e-05,-2.7200759377793632e-05,4.4887050993044076e-05,5.803079514804928e-05,5.720748104709199e-05,4.606240576475987e-05,-1.5591755476755438e-05,0.0002314680420172962,0.0002742346900008285,-6.639373321603597e-07,0.0002147314255480463,0.00021836814688046876,0.00015874579302529077,0.0003280587534348274,-2.4239391476956388e-05,3.910798571594558e-05,8.466910385692462e-05,2.008800243839616e-05,1.5680035544424587e-05,4.848817554623847e-05,2.7602516921432827e-05,0.00032935564884180237,2.219298219046092e-05,-3.1459806317660043e-06,-5.309679250745857e-06,0.00010514814094187505,1.5502052695641614e-05,3.206439477823101e-05,0.0003516794046797622,0.0003016959110725105,4.543164468368677e-05,0.000250031722032981,-1.884980136188147e-05,-3.109155250591533e-05,5.2643756244907134e-05,5.7209833091933134e-05,-5.3298536758650375e-05,-4.096481809703837e-05,0.0002326936837621574,-1.5869725185321586e-05,0.00028736024649174375,1.8934105117941866e-06,0.00016017391193454497,0.00026524040639334186,1.5386777049977848e-05,0.00022648896804996756,1.703212245027068e-05,0.00011889383857504129,0.00030769454732711393,3.415314624377279e-05,0.00012674479090118044,3.6319996621883364e-05,0.00017993135888159112,0.00026392730030585365,8.135970669052663e-05,0.00034673394863495764,0.00023325495714843247,0.0001372479227925289,0.00030251466413903406,4.687844449165715e-05,8.329084249247474e-06,6.629210626152758e-05,0.0001481843162101842,4.097103762012699e-05,0.0002062028883775209,0.0002905825080634335
EZTC3.SA,5.430553429215232e-05,0.0003156014813721953,0.0007493647601234593,-3.3226464600421005e-05,-3.705224676552725e-05,0.0010381995901472278,0.0006286546746308342,0.000512802017636622,0.0004640522686357225,0.0004694699975309297,0.000274855960483847,0.00025332975958468134,-2.2305318298054035e-05,0.00010852000912353951,0.00043221840664605185,0.0007816634366312688,0.00012020855506871297,0.0004598859383356818,0.0005140821880637274,-5.4545450988607875e-05,-3.113087733211521e-05,0.00039358093764391486,0.0010390826972042425,6.47210108007102e-05,0.0006702794306252348,0.00026708574435445185,0.0005741928264116711,0.00042139086020827316,0.0003834003054084912,0.0012027436722462088,0.00042965070369611056,0.0003911204882059124,0.0003725365898336676,5.576715311389352e-05,-2.7102883475606894e-05,6.666200797779946e-05,0.00011941770916218535,0.00013619394796969209,0.00010424824108998876,2.3317316764857424e-05,0.0003865382781494493,0.0005739779436563195,8.89827818556954e-06,0.00038503585829942203,0.0004022876912874522,0.00030713026984755394,0.0007841818721073896,-8.874041252663435e-05,6.274393903723587e-05,0.00011785416226775385,4.355642861381938e-05,2.1351439385009834e-05,9.932889945196081e-05,4.9090562248721735e-05,0.0007366743603173044,5.9014599838184034e-05,4.290195094855617e-05,2.5157462668886672e-05,0.00021008895755665212,4.561905284796403e-05,4.077536631267341e-05,0.0008769581957394599,0.0006620152519998735,7.785860980574251e-05,0.0003564059199029305,-4.151776980578973e-05,-3.861727781183293e-05,0.00012968696998693933,5.0309382000781866e-05,-6.462314851043112e-05,-0.00010974455532860356,0.00044762531678342035,-9.30674378165878e-05,0.0005267760078826781,4.844313078399661e-05,0.0002987132128860433,0.0004736502923227005,4.1536348121208364e-05,0.0004364337549717953,7.296609372253732e-05,0.00018410188318855955,0.0006587106511476319,4.256266446657722e-05,0.00020043464953303533,5.958535152173809e-05,0.0003242418024242568,0.0005147319999026427,0.000174482348580478,0.000648854218090928,0.0004392754697712147,0.00022733119220804326,0.0005977804448829807,0.00011979486095475093,1.4455847530099261e-05,0.0001526401347120898,0.00023923390950858928,9.693026119306137e-05,0.0003513521264461632,0.0006775912049399854
FLRY3.SA,3.4010523918635304e-05,0.0001927125153958044,0.0003632026808435143,-6.558539315162687e-07,-6.213622777920562e-06,0.0005550390881625982,0.000333777447615113,0.0002649436824666267,0.00024387819430406033,0.00024521526294627057,0.00017128743149574888,0.00016091476210520515,-1.6266803325468632e-05,5.0434283939331084e-05,0.00024218998206726737,0.00037783858958977877,6.166119776746906e-05,0.0002869111476891931,0.00032113927574244517,-3.55305257634589e-05,-1.064342113546837e-05,0.00021572607826569738,0.00045712007545078005,3.1720989082731734e-05,0.00034394854456426495,0.0001566273395194742,0.0003265675816467758,0.0002407619284860541,0.0002441994192644847,0.00042965070369611056,0.000535732433322644,0.00021927923740588633,0.00020654446769799168,4.151234720733735e-05,9.915696870599973e-06,3.265764470980154e-05,8.494314773435009e-05,7.055025303058667e-05,6.254609017639361e-05,-1.3657547644909532e-05,0.0002602229770773444,0.0003234232060727055,1.7091941564734966e-05,0.00020376541853998502,0.00020460310865921528,0.00018115542599568703,0.0003673183317855823,-4.392445127892048e-05,3.4222034516768836e-05,9.884656274537276e-05,2.6624769238485272e-05,2.7406877288574988e-05,6.327074595462214e-05,4.3045919468674517e-05,0.0003953871500629025,3.912896720921972e-05,3.67972720113461e-05,5.819157660391643e-06,0.00015012092854650336,2.574324414226864e-05,5.436145536146165e-05,0.0004561773899477495,0.0003441112437106459,4.142515228402995e-05,0.00018868378452413425,-9.50382112736086e-06,1.1874492550871778e-05,0.00010993243760631153,4.473282309014682e-05,-4.064287653366219e-05,-5.0537959658549594e-05,0.0002448079160090791,-2.7343097656144655e-05,0.0003223139510787259,3.214832831203445e-05,0.00021900699210098255,0.0002659035015208037,1.7617255585745257e-05,0.00021635508363103143,4.2872431200773796e-05,0.00012515515240533396,0.0003556192104983984,5.950668511063509e-05,0.00011394746502092079,4.318658686001041e-05,0.00019310997097049228,0.00032549966399223927,0.0001416602883462851,0.0003747851023228909,0.00024870761648325244,0.00010800252467278258,0.0003229567711077279,7.379956441098345e-05,1.889993322379765e-05,9.06354341893745e-05,0.00012783618812943956,3.7356448067807554e-05,0.00025166161273026364,0.0003440679889031139
GOAU4.SA,0.00013246699035286498,0.00021285198794207937,0.00032922629792808754,2.925549167933131e-05,7.049864027799481e-05,0.0006045425004219455,0.0003394568325444962,0.00035862478258499647,0.0003496195931153882,0.00034404784640091165,0.00019559277229902252,0.00024692124086741183,8.097232740816033e-05,0.0002351785926623813,0.000355652425474203,0.0004506279876681763,8.570612111207684e-05,0.0002896934848005523,0.0005390251985786753,0.00010350178478913953,4.2069210291793487e-05,0.00022806857307759918,0.0004494347635500146,0.00011335970289580098,0.0004270598534170031,0.0001673325015232937,0.00040275534548518666,0.00023699911470488478,0.00022949038037371508,0.0003911204882059124,0.00021927923740588633,0.0007821723732854215,0.0007655389470307754,0.00010063925057896167,8.525969329385684e-05,7.275102517996392e-05,0.00010241049352341173,0.00010656747299652895,9.84688528409065e-05,7.77118501359774e-06,0.00023881701690300664,0.00037248015185899403,0.0001088069794619587,0.00028224117451425415,0.0002943520756315891,0.00028095813995252184,0.000369673975079228,-7.32156624681884e-06,0.0001814226081186007,0.00023820334689204567,3.075877038235661e-05,3.1593817711152005e-05,8.440791460890091e-05,5.4261929009410904e-05,0.0003228472503412465,7.159246210897451e-05,7.860438597933445e-05,4.749071997290738e-05,0.0002196987264865732,0.00010752544424934682,7.280466193595261e-05,0.00041222051002572026,0.0003059055534346065,8.455078390027435e-05,0.0002409765827686137,4.117628479984034e-05,7.3743454652986e-05,0.00018655117651470704,7.380451803392015e-05,-1.4636345681881676e-05,-5.607462692192263e-05,0.0004644697404012291,2.1479927057317976e-06,0.000615244374204726,0.00011941856316381292,0.00013349223918734964,0.00029885884855955074,3.335641808533854e-05,0.0003297307316771882,7.376542224404966e-05,0.00021730340921885633,0.00033645980566908483,0.00023041911821609728,0.00011155222739131592,7.378781353183275e-05,0.0001790318153957004,0.00029185437114669934,0.00022877987662386603,0.0004278606041237751,0.0007211200629876247,0.0005125490441312235,0.00033807323194892533,8.793485206252977e-05,9.542632069935506e-05,0.0001282301896832685,0.00013071448968460993,8.950330076439791e-05,0.000292126065535281,0.00037340145512515575
GGBR4.SA,0.0001236015917898216,0.00019744922255265736,0.00033155102171121944,2.7657094081146763e-05,5.971696090807462e-05,0.0005739295131119653,0.00032550319671903564,0.0003480506377202277,0.0003401437057433925,0.00033483778177597213,0.00019225959128046216,0.0002384339762525617,7.935512291384698e-05,0.00023867342157433985,0.00034723629656408384,0.00043424582072480375,7.913649231815876e-05,0.00028463177209251707,0.000523154309738363,0.00011073790522611672,3.8059454924018394e-05,0.00020605916768302068,0.00042893515847255054,0.00010513815973650116,0.00040861736700241745,0.0001575234032309349,0.00037177008921446156,0.00022098399631258995,0.00021736490827252075,0.0003725365898336676,0.00020654446769799168,0.0007655389470307754,0.0008033494102758853,9.49424758298771e-05,9.218184301264773e-05,6.355337641952289e-05,9.646497010201198e-05,9.565780202790917e-05,8.824427222018803e-05,1.0145624305675697e-05,0.00023698349048540144,0.0003594815083253055,0.0001024856378653436,0.00027524627298043685,0.00029104439482415575,0.0002687510605810778,0.0003591218905492581,-1.0552127671906315e-05,0.00018459497432171627,0.00023754897990549173,2.832835186495523e-05,2.667873117261627e-05,8.369036489021068e-05,4.805471884297193e-05,0.00031330965384428487,6.615344946936505e-05,8.407640070776908e-05,4.908127099594732e-05,0.00022064359285611624,0.00010663590761105421,7.725057510754005e-05,0.0003767853924699341,0.0003085834528779196,7.628781981185043e-05,0.00021821024375155162,3.8611461350873615e-05,8.456334551583297e-05,0.000180170254914125,7.340587282516454e-05,-1.104314112068234e-05,-5.6380827845701155e-05,0.00045807427866572043,2.3601199053612983e-06,0.0006025067939106365,0.00013046021999758435,0.00012516907851825432,0.0002894653913809462,2.7632297776069857e-05,0.00032371176252055285,7.553156518859899e-05,0.00020715522126221514,0.0003154776086674318,0.00022557403056131463,9.941455137743729e-05,7.027571818125386e-05,0.00016643501781295469,0.0002854678476003307,0.00022657260439301328,0.0004102231238538084,0.0007208627998596747,0.0005119167279462891,0.0003265751496097488,8.122015934112683e-05,9.382782576814162e-05,0.00011998150663712149,0.00012336697548028503,7.243434661449177e-05,0.0002879555392788567,0.0003556155613551247
