Date,AAPL34.SA,ABEV3.SA,AMZO34.SA,ATTB34.SA,B1CS34.SA,BBAS3.SA,BBDC4.SA,BBSE3.SA,BCFF11.SA,BERK34.SA,BOAC34.SA,BOVA11.SA,BPAC11.SA,BRCR11.SA,COCA34.SA,CPFE3.SA,CPTS11.SA,DISB34.SA,EGIE3.SA,ELET3.SA,GOGL34.SA,GSGI34.SA,HCTR11.SA,HGLG11.SA,HGRE11.SA,HSML11.SA,HUSC11.SA,ITLC34.SA,ITSA4.SA,ITUB4.SA,JHSF3.SA,JNJB34.SA,JPMC34.SA,KLBN11.SA,KNCR11.SA,LREN3.SA,M1TA34.SA,MCDC34.SA,MELI34.SA,MGLU3.SA,MSCD34.SA,MSFT34.SA,NEOE3.SA,NFLX34.SA,NIKE34.SA,NVDC34.SA,NVHO11.SA,ORCL34.SA,PEPB34.SA,PETR4.SA,PFIZ34.SA,PRIO3.SA,PYPL34.SA,SANB11.SA,SBUB34.SA,STBP3.SA,SUZB3.SA,TOTS3.SA,TSLA34.SA,VALE3.SA,VILG11.SA,VISA34.SA,VISC11.SA,WEGE3.SA,ZAMP3.SA
2020-01-02 00:00:00+00:00,14.742603302001953,16.175148010253906,19.01689910888672,39.39019012451172,,19.68015480041504,22.38175392150879,25.210365295410156,0.8851905465126038,46.09199905395508,32.601985931396484,114.23999786376953,17.094985961914062,90.39091491699219,32.89646911621094,24.327653884887695,0.11619158089160919,39.17792510986328,38.483070373535156,32.80366134643555,22.993745803833008,28.342845916748047,97.58355712890625,165.1671905517578,164.99244689941406,95.69359588623047,125.26013946533203,36.65754699707031,8.965840339660645,30.912513732910156,5.678252220153809,35.251548767089844,50.02632141113281,13.734484672546387,76.29975128173828,45.77336502075195,30.022567749023438,36.22705078125,20.466665267944336,115.01505279541016,38.133094787597656,25.892702102661133,19.929279327392578,26.608400344848633,38.359107971191406,0.49132397770881653,10.418310165405273,33.473907470703125,32.29686737060547,10.621438980102539,32.57015609741211,7.144524574279785,22.472999572753906,35.62556457519531,327.7467956542969,6.662105560302734,37.446834564208984,21.82466697692871,3.615499973297119,35.13003158569336,121.29094696044922,37.19131851196289,112.2264633178711,16.436481475830078,17.289735794067383
2020-01-03 00:00:00+00:00,14.77176570892334,15.947683334350586,18.959999084472656,39.815513610839844,,19.647233963012695,22.39307975769043,24.93246078491211,0.920822024345398,46.5,32.264286041259766,113.80000305175781,17.14459800720215,91.20417785644531,32.447998046875,24.17565155029297,0.11649506539106369,39.584320068359375,38.70509338378906,32.305335998535156,23.178844451904297,28.161897659301758,98.66781616210938,172.28807067871094,169.21890258789062,95.61616516113281,125.29936218261719,36.83490753173828,8.834637641906738,30.587387084960938,6.0667643547058105,34.93505096435547,49.98957443237305,14.068748474121094,76.65962982177734,45.45493698120117,30.196487426757812,36.490787506103516,20.625,113.98917388916016,38.46894836425781,25.933969497680664,19.64573097229004,26.415599822998047,39.044647216796875,0.4946434199810028,10.762386322021484,34.02022171020508,32.29981231689453,10.53494644165039,32.816017150878906,7.557860851287842,22.014999389648438,35.6046142578125,328.1958312988281,6.799051284790039,37.31831359863281,22.288616180419922,3.7357499599456787,34.871395111083984,119.66291809082031,37.557979583740234,113.32445526123047,16.22658348083496,16.99077606201172
2020-01-06 00:00:00+00:00,14.844664573669434,16.02350616455078,19.27345085144043,39.920589447021484,,19.387510299682617,21.99309539794922,25.34270477294922,0.9128147959709167,46.047000885009766,32.19856643676758,112.58999633789062,17.11979103088379,92.3442153930664,32.54325866699219,24.40365982055664,0.11655383557081223,39.1633415222168,38.37946319580078,32.45998764038086,23.688383102416992,28.6353816986084,99.24608612060547,167.1928253173828,172.26670837402344,96.0032730102539,125.79286193847656,36.67557907104492,8.815887451171875,30.132192611694336,6.096651077270508,35.105289459228516,49.77705764770508,14.195022583007812,76.89717864990234,45.415138244628906,30.83514404296875,37.17544937133789,20.575000762939453,114.08243560791016,38.33605194091797,25.91073226928711,19.767253875732422,27.219999313354492,39.18613052368164,0.499872088432312,11.042448043823242,34.27153396606445,32.58845520019531,10.659494400024414,32.768489837646484,7.705623149871826,22.31800079345703,34.641143798828125,327.7377014160156,6.710439205169678,37.25404739379883,21.780479431152344,3.8291659355163574,34.66447448730469,120.93281555175781,37.193260192871094,113.71659088134766,16.268571853637695,17.17015266418457
2020-01-07 00:00:00+00:00,14.881114959716797,16.05720329284668,19.337299346923828,40.128257751464844,,19.241186141967773,21.611032485961914,25.355939865112305,0.905608594417572,46.32500076293945,32.15323257446289,112.23999786376953,17.188093185424805,94.24430084228516,32.54325866699219,24.12037467956543,0.11650483310222626,39.2554931640625,38.46086502075195,33.29339599609375,23.762216567993164,29.03648567199707,99.2677993774414,162.8299102783203,173.41278076171875,96.54525756835938,125.33065795898438,36.305816650390625,8.697178840637207,29.433135986328125,6.148950099945068,35.105289459228516,49.279422760009766,14.239592552185059,77.00515747070312,45.39126205444336,31.091747283935547,37.16279220581055,20.575000762939453,113.75602722167969,38.34453201293945,25.749677658081055,19.83201026916504,26.944000244140625,39.6181526184082,0.5119686126708984,11.042448043823242,34.69610595703125,32.230751037597656,10.617979049682617,32.756099700927734,7.715607643127441,22.520999908447266,34.56822967529297,326.3999938964844,6.710439205169678,37.731422424316406,21.872007369995117,4.005000114440918,34.91665267944336,117.08242797851562,37.20685577392578,111.0579605102539,16.394500732421875,17.279769897460938
2020-01-08 00:00:00+00:00,15.006258010864258,15.981382369995117,19.252750396728516,40.27336120605469,,19.065603256225586,21.276714324951172,25.34270477294922,0.8889535665512085,46.118499755859375,32.409339904785156,111.94999694824219,17.0357666015625,92.123779296875,32.52715301513672,23.968372344970703,0.11620137840509415,39.19184875488281,38.0760383605957,33.77454376220703,23.833967208862305,29.35918426513672,98.99310302734375,155.30384826660156,167.62582397460938,96.77750396728516,121.09264373779297,35.985660552978516,8.565966606140137,28.95355796813965,6.051822185516357,35.277931213378906,49.40871047973633,14.395584106445312,77.59539794921875,45.68579864501953,31.291324615478516,37.63609313964844,21.517499923706055,117.25334167480469,38.3985710144043,26.10344696044922,20.117660522460938,27.640199661254883,39.45103454589844,0.5080675482749939,11.010440826416016,34.729164123535156,32.3110237121582,10.552242279052734,32.917236328125,7.557860851287842,22.820999145507812,34.29844665527344,330.4039001464844,6.597659111022949,39.613407135009766,21.5784854888916,4.054416179656982,34.923118591308594,113.53324127197266,37.65754699707031,110.73641967773438,15.774166107177734,17.17015266418457
2020-01-09 00:00:00+00:00,15.454586029052734,15.85501480102539,19.45789909362793,40.472923278808594,,18.677854537963867,20.936431884765625,25.269916534423828,0.9352132081985474,47.04999923706055,32.63143539428711,111.66000366210938,17.15172004699707,90.4973373413086,32.52715301513672,24.40365982055664,0.11315688490867615,39.37681198120117,38.18705368041992,33.80890655517578,24.22911834716797,29.35918426513672,98.9786376953125,152.07847595214844,167.837158203125,96.39038848876953,122.18934631347656,36.71917724609375,8.3972749710083,28.37644386291504,6.074236869812012,35.81622314453125,50.00904846191406,14.306446075439453,77.27867126464844,45.335533142089844,31.60923194885254,38.383968353271484,22.174999237060547,121.42680358886719,38.3985710144043,26.45119857788086,20.06869125366211,27.644800186157227,39.87926483154297,0.5165129899978638,11.042448043823242,34.72288131713867,32.52352523803711,10.517644882202148,33.057735443115234,7.2683258056640625,22.820999145507812,33.6495246887207,338.8332824707031,6.605713844299316,39.51242446899414,21.935131072998047,4.054416179656982,34.464027404785156,113.96465301513672,38.33212661743164,109.08944702148438,15.5409574508667,17.080463409423828
2020-01-10 00:00:00+00:00,15.520195007324219,15.913987159729004,19.280349731445312,40.35878372192383,,18.238887786865234,20.554357528686523,24.969669342041016,0.9452337622642517,46.727500915527344,32.45466613769531,111.27999877929688,17.392711639404297,90.93815612792969,33.36398696899414,24.866580963134766,0.11449798941612244,39.20576858520508,38.756893157958984,34.45329284667969,24.48700714111328,29.82362174987793,96.86072540283203,152.7328338623047,170.072265625,96.70008087158203,122.18934631347656,36.51625442504883,8.34104061126709,28.12445068359375,6.096651077270508,35.61062240600586,49.65840530395508,14.677849769592285,77.23548889160156,45.47882080078125,31.861557006835938,38.52125930786133,22.885000228881836,120.77397155761719,40.090267181396484,26.662736892700195,19.897302627563477,26.981599807739258,39.386474609375,0.5216369032859802,11.122466087341309,35.07255172729492,32.7124137878418,10.47266960144043,33.601078033447266,7.43206262588501,22.820999145507812,33.50368881225586,337.1015930175781,6.654048919677734,39.57668685913086,21.771011352539062,4.066666126251221,34.50282669067383,115.64974212646484,38.33892822265625,108.93260955810547,15.858121871948242,17.359493255615234
2020-01-13 00:00:00+00:00,16.013479232788086,16.183568954467773,19.64459991455078,40.150779724121094,,18.443740844726562,20.77524757385254,24.78445053100586,0.9506611824035645,47.38650131225586,32.98952865600586,113.08000183105469,17.438182830810547,90.57333374023438,34.222816467285156,24.776762008666992,0.11373443901538849,39.512725830078125,39.48954772949219,34.53921890258789,24.874881744384766,30.743452072143555,95.0174789428711,154.50146484375,169.08880615234375,96.39038848876953,122.20508575439453,37.42713928222656,8.453509330749512,28.498367309570312,6.275962829589844,36.22024154663086,50.536781311035156,15.03439712524414,77.01953125,46.465938568115234,32.72688293457031,38.75430679321289,23.524999618530273,126.43962097167969,41.03538131713867,27.130691528320312,20.248239517211914,28.263599395751953,40.31509017944336,0.5408504009246826,11.066452980041504,35.62290954589844,33.584251403808594,10.493427276611328,33.51017379760742,7.75154972076416,24.062999725341797,33.91929626464844,348.50872802734375,6.807108402252197,41.03636932373047,21.98246955871582,4.499582767486572,35.757240295410156,116.40679168701172,39.48411560058594,108.98751068115234,16.007375717163086,17.91754722595215
2020-01-14 00:00:00+00:00,15.758332252502441,16.09090232849121,19.332599639892578,39.975765228271484,,18.344972610473633,20.751361846923828,25.079421997070312,0.9569237232208252,47.00400161743164,33.161781311035156,113.31999969482422,17.106245040893555,89.68409729003906,34.222816467285156,24.590208053588867,0.11257931590080261,39.67912673950195,40.037193298339844,33.93778610229492,24.645071029663086,31.0028133392334,95.63188934326172,155.58436584472656,169.34078979492188,95.21354675292969,122.20508575439453,36.93411636352539,8.547228813171387,28.498367309570312,6.432861328125,36.24421310424805,50.869712829589844,15.539504051208496,77.05553436279297,45.87685775756836,32.60997772216797,38.75430679321289,22.56999969482422,125.90336608886719,40.58800506591797,26.849435806274414,20.403305053710938,28.035200119018555,40.31509017944336,0.5332773923873901,11.962653160095215,35.62290954589844,33.29206085205078,10.379258155822754,34.25185775756836,8.208815574645996,24.062999725341797,33.45266342163086,345.7325134277344,6.742661476135254,40.623252868652344,21.98246955871582,4.679165840148926,35.977081298828125,114.37984466552734,39.338905334472656,108.93260955810547,16.32453727722168,18.196575164794922
2020-01-15 00:00:00+00:00,15.825160026550293,15.804465293884277,19.506399154663086,40.29282760620117,,18.00843048095703,20.3872013092041,25.106861114501953,0.9485732913017273,47.25,32.82408905029297,112.18000030517578,16.960735321044922,91.16615295410156,34.84862518310547,24.769847869873047,0.11315688490867615,40.34275817871094,39.55615997314453,33.78313446044922,25.066221237182617,31.32852554321289,95.19817352294922,154.8675994873047,168.64990234375,95.56195068359375,125.80850219726562,37.12501525878906,8.409772872924805,28.14883804321289,6.537460803985596,36.95574188232422,50.685543060302734,15.353803634643555,76.67403411865234,45.57435989379883,33.07115173339844,39.769535064697266,22.799165725708008,125.11064147949219,41.368255615234375,27.35344696044922,20.607336044311523,28.459999084472656,40.680641174316406,0.5359334945678711,11.602570533752441,35.955318450927734,34.16331481933594,10.223566055297852,35.16503143310547,8.24675464630127,24.16900062561035,33.000587463378906,351.092529296875,6.678216934204102,41.2567024230957,22.03612518310547,4.580082893371582,35.860694885253906,113.55768585205078,40.47388458251953,109.40318298339844,16.43181610107422,18.5353946685791
